Date,Close,High,Low,Open,Volume,RSI,20DMA,50DMA,Signal,Buy_Sell
2024-10-17,162.92999,166.37,162.75999,165.73,21453400,,,,0,Sell
2024-10-18,163.42,164.71001,163.08,163.19,19757700,,,,0,Sell
2024-10-21,164.07001,164.5,162.62,162.95,20946500,,,,0,Sell
2024-10-22,165.14,165.77,162.98,162.98,16568100,,,,0,Sell
2024-10-23,162.78,165.82001,161.92999,164.75999,18280500,,,,0,Sell
2024-10-24,162.72,163.33,161.00999,162.83,22412500,,,,0,Sell
2024-10-25,165.27,165.59,163.42,163.67,19828900,,,,0,Sell
2024-10-28,166.72,168.75,163.95,168.75,32138600,,,,0,Sell
2024-10-29,169.67999,170.38,167.09,167.73,42169000,,,,0,Sell
2024-10-30,174.46001,182.02,174.06,180.67999,68890800,,,,0,Sell
2024-10-31,171.11,176.82001,171.0,173.13,44769000,,,,0,Sell
2024-11-01,171.28999,172.32001,168.88,170.07001,31796500,,,,0,Sell
2024-11-04,169.24001,170.73,168.00999,169.92999,21492700,,,,0,Sell
2024-11-05,169.74001,170.53,168.84,169.42999,18242100,,,,0,Sell
2024-11-06,176.50999,176.94,173.5,173.8,33695500,73.23752446100241,,,0,Sell
2024-11-07,180.75,181.08,177.19,177.41,25352900,76.28148394387871,,,0,Sell
2024-11-08,178.35001,180.89999,178.08,180.64999,22006200,70.56453982089846,,,0,Sell
2024-11-11,180.35001,180.55,178.47,178.58,17450400,71.33243029377029,,,0,Sell
2024-11-12,181.62,182.49001,179.39,179.82001,25134900,77.2569759918704,,,0,Sell
2024-11-13,178.88,180.96001,178.53999,180.46001,23184000,71.69712319776929,170.75150100000002,,0,Sell
2024-11-14,175.58,178.82001,174.32001,178.28,31007500,63.569374645301046,171.3840015,,0,Sell
2024-11-15,172.49001,174.14,171.22,173.73,32504600,57.27986030767137,171.837502,,0,Sell
2024-11-18,175.3,175.44,172.89999,173.42,20206600,57.11754954096955,172.3990015,,0,Sell
2024-11-19,178.12,178.87,173.56,173.72,23434900,54.87739449407288,173.0480015,,0,Sell
2024-11-20,175.98,177.67999,173.78,177.34,18997100,56.706156334136764,173.7080015,,0,Sell
2024-11-21,167.63,174.13,163.7,173.89999,59734400,45.885796133222335,173.9535015,,0,Sell
2024-11-22,164.75999,166.46001,163.89999,165.85001,38604600,45.05516119661031,173.928001,,0,Sell
2024-11-25,167.64999,168.63,165.61,166.09,33135300,47.80874213356437,173.9745005,,0,Sell
2024-11-26,169.12,169.82001,167.58,167.63,20486700,41.28333127703029,173.946501,,0,Sell
2024-11-27,169.23,169.48,168.02,169.0,19266500,34.9451045191346,173.6850005,,0,Sell
2024-11-29,168.95,169.42999,167.16,168.5,14257200,36.99500193552903,173.5770005,,0,Sell
2024-12-02,171.49001,172.08,168.57001,168.77,23789100,37.92257360959654,173.5870015,,0,Sell
2024-12-03,171.34,172.67999,170.85001,171.49001,22248700,35.54556493500286,173.692001,,0,Sell
2024-12-04,174.37,174.91,171.06,171.14999,31615100,43.70990588010832,173.9235005,,0,Sell
2024-12-05,172.64,176.06,172.33,175.36,21356200,45.71178779942365,173.730001,,0,Sell
2024-12-06,174.71001,175.08,171.86,172.03,21462400,53.33733813910025,173.4280015,,0,Sell
2024-12-09,175.37,176.25999,173.64999,173.96001,25389600,50.112503873347634,173.279001,,0,Sell
2024-12-10,185.17,186.36,181.05,182.85001,54813000,59.25438776120998,173.52000049999998,,0,Sell
2024-12-11,195.39999,195.61,184.85001,185.31,67894100,71.02639387631405,174.209,,0,Sell
2024-12-12,191.96001,195.17999,191.71001,195.0,34817500,79.47662237057851,174.8630005,,0,Sell
2024-12-13,189.82001,192.73,189.64,191.00999,25143500,80.90777010360134,175.575001,,0,Sell
2024-12-16,196.66,199.0,192.62,192.87,44934900,82.60285066371104,176.7835005,,0,Sell
2024-12-17,195.42,201.42,194.98,197.25,43504000,79.71081324483194,177.78950049999997,,0,Sell
2024-12-18,188.39999,197.0,187.74001,195.22,34166100,68.73167260732315,178.3035,,0,Sell
2024-12-19,188.50999,193.03,188.38,191.63,32265200,69.1764645444048,178.92999949999998,,0,Sell
2024-12-20,191.41,192.89,185.22,185.78,63462900,69.39251740508513,180.1189995,,0,Sell
2024-12-23,194.63,195.10001,190.14999,192.62,25675000,71.39445945047194,181.6125,,0,Sell
2024-12-24,196.11,196.11,193.78,194.84,10403300,70.55598356882888,183.0355005,,0,Sell
2024-12-26,195.60001,196.75,194.38,195.14999,12046600,72.2222448057945,184.359501,,0,Sell
2024-12-27,192.75999,195.32001,190.64999,194.95,18891400,67.21341492024217,185.5360005,176.8322004,0,Sell
2024-12-30,191.24001,192.55,189.12,189.8,14264700,64.89024107163131,186.650501,177.3984008,0,Sell
2024-12-31,189.3,191.96001,188.50999,191.08,17466900,54.54545654653604,187.5410005,177.9160008,0,Sell
2025-01-02,189.42999,192.0,187.5,190.64999,20370800,41.55108494258984,188.4455,178.42320039999998,0,Sell
2025-01-03,191.78999,193.21001,189.98,191.37,18596200,49.751795620437925,189.3164995,178.9562002,0,Sell
2025-01-06,196.87,198.22,193.85001,193.98,29563600,59.47833840324324,190.5279995,179.6380002,0,Sell
2025-01-07,195.49001,201.0,194.60001,197.11,26487200,48.15633528007085,191.5669995,180.2934004,0,Sell
2025-01-08,193.95,196.28999,192.38,192.57001,24864800,47.705277736323616,192.4959995,180.8670004,0,Sell
2025-01-10,192.03999,196.52,190.31,194.3,26665200,56.76076763687394,192.839499,181.3734002,0,Sell
2025-01-13,191.00999,191.17999,187.36,190.07001,21823700,54.48993930320452,192.619999,181.8000002,0,Sell
2025-01-14,189.66,191.98,188.31,191.24001,17174900,46.67173830353747,192.5049985,182.104,0,Sell
2025-01-15,195.55,196.36,191.86,193.09,21776000,51.58839779005526,192.791498,182.5928,0,Sell
2025-01-16,192.91,195.48,192.81,194.14,17815400,44.68791500664008,192.603998,183.0252002,0,Sell
2025-01-17,196.0,197.23,193.75,196.53,27735100,50.6116053175519,192.632998,183.5604,0,Sell
2025-01-21,198.05,202.28999,197.87,199.07001,29971300,58.28895590377813,193.1154985,184.1265998,0,Sell
2025-01-22,198.37,200.48,197.53,199.06,26200600,61.60857648694999,193.608499,184.5638,0,Sell
2025-01-23,197.98,200.3,195.2,198.14,26951400,64.8834019204389,193.936999,184.9084,0,Sell
2025-01-24,200.21001,200.89999,198.0,198.10001,23877500,67.24250336372143,194.2159995,185.3456,0,Sell
2025-01-27,191.81,196.88,190.73,192.41,41728900,50.0268230347268,194.0009995,185.5747998,0,Sell
2025-01-28,195.3,195.48,190.67999,192.75,24157900,47.80173743951979,193.985999,185.8483998,0,Sell
2025-01-29,195.41,196.78999,193.42999,195.56,18218300,49.88384156459792,194.1184995,186.1789998,0,Sell
2025-01-30,200.87,201.39999,197.67,198.0,24354700,59.01980760176871,194.599999,186.6847998,0,Sell
2025-01-31,204.02,205.48,201.8,202.0,32042000,65.12627143275972,195.335999,187.3153996,0,Sell
2025-02-03,201.23,203.75,200.10001,200.69,27838300,62.354941403544125,195.9259995,187.8339996,0,Sell
2025-02-04,206.38,207.05,202.81,203.39,43856400,68.5119492861163,196.6555,188.3991996,0,Sell
2025-02-05,191.33,192.75,188.03,191.07001,70373900,46.1156126231176,196.3785,188.7061996,0,Sell
2025-02-06,191.60001,192.10001,188.72,189.5,29297400,48.73918263377327,196.18400000000003,189.1855998,0,Sell
2025-02-07,185.34,191.17999,183.24001,191.05,49315000,40.33019569651982,195.7535,189.5972,0,Sell
2025-02-10,186.47,188.2,185.86,187.35001,23105600,39.31735105730549,195.4750005,189.9736002,0,Sell
2025-02-11,185.32001,186.94,184.28,185.03,21239500,38.142846732956535,195.1905015,190.2976004,0,Sell
2025-02-12,183.61,185.11,181.83,183.22,22072600,37.249343567458006,194.88800150000003,190.5852004,0,Sell
2025-02-13,186.14,186.28,183.14,184.32001,21402500,37.58163940954662,194.4175015,190.9290004,0,Sell
2025-02-14,185.23,186.39999,184.32001,185.06,20448400,43.30756985045976,194.0335015,191.2038002,0,Sell
2025-02-18,183.77,185.96001,181.74001,185.60001,29916700,37.76788127821713,193.4220015,191.4524002,0,Sell
2025-02-19,185.27,185.46001,183.59,184.07001,19549400,39.55070504917352,192.7830015,191.6704002,0,Sell
2025-02-20,184.56,185.31,182.72,184.8,20441500,31.368525762610982,192.0925015,191.9088002,0,Sell
2025-02-21,179.66,185.34,179.08,185.14999,35199200,23.242542512063864,191.1765015,192.0078,0,Sell
2025-02-24,179.25,183.12,178.89,181.99001,29854200,24.52481477755454,190.128501,192.0854,0,Sell
2025-02-25,175.42,178.74001,174.69,178.03999,41913400,12.98423577989672,189.309001,191.8904,0,Sell
2025-02-26,172.73,176.08,171.58,175.07001,35431300,18.431793325326893,188.180501,191.4370002,0,Sell
2025-02-27,168.5,174.56,167.94,173.99001,39991000,15.439851753485344,186.835001,190.9678,0,Sell
2025-02-28,170.28,170.61,166.77,168.67999,48130600,23.98064961990319,185.305501,190.5769998,0,Sell
2025-03-03,167.00999,173.37,165.92999,171.92999,40770500,18.69368767899361,183.4550005,189.98399960000003,0,Sell
2025-03-04,170.92,173.28999,165.8,166.24001,45388000,28.723408342132032,181.9395005,189.4939996,0,Sell
2025-03-05,173.02,173.78,169.06,170.52,30954900,34.5311220969196,180.2715005,189.1863998,0,Sell
2025-03-06,172.35001,174.81,170.5,170.53,28302000,28.699435063504808,179.322501,188.8632002,0,Sell
2025-03-07,173.86,174.97,170.27,171.25999,27385800,32.75705186533219,178.43550050000002,188.5122002,0,Sell
2025-03-10,165.87,168.46001,163.69,168.25999,43604000,27.34177215189877,177.4620005,187.9370002,0,Sell
2025-03-11,164.03999,166.75,161.37,164.91,39587400,23.349228383322057,176.3405,187.2956,0,Sell
2025-03-12,167.11,167.64,163.53,166.58,28372400,29.31975381855716,175.42999949999998,186.72579980000003,0,Sell
2025-03-13,162.75999,166.13,162.11,166.03999,31756200,29.70701510061357,174.387499,186.1257998,0,Sell
2025-03-14,165.49001,166.49001,162.45,163.27,31995900,34.34943772811913,173.3549995,185.6107998,0,Sell
2025-03-17,164.28999,166.3,163.67,165.03,31184300,36.53521515932594,172.307999,185.1105996,0,Sell
2025-03-18,160.67,164.25,156.72,163.67999,42074800,35.73120814310255,171.152999,184.5353998,0,Sell
2025-03-19,163.89,165.87,161.0,161.75999,34275600,44.412129339933095,170.083999,183.9774,0,Sell
2025-03-20,162.8,164.89,160.96001,161.57001,28138500,40.77910634254491,168.995999,183.296,0,Sell
2025-03-21,163.99001,164.24001,160.89,161.21001,36625800,46.07591568204421,168.2124995,182.666,0,Sell
2025-03-24,167.67999,168.32001,165.14,167.07001,30879100,45.76580311097513,167.633999,182.1405998,0,Sell
2025-03-25,170.56,170.63,168.32001,168.98,24174400,46.849388473987226,167.39099900000002,181.711,0,Sell
2025-03-26,165.06,169.61,164.84,169.0,28901600,41.69135891114784,167.007499,181.1920002,0,Sell
2025-03-27,162.24001,165.42,162.0,164.63,24508300,37.14035287698887,166.6944995,180.6436004,0,Sell
2025-03-28,154.33,161.82001,153.63,160.49001,48669300,37.206225446263296,165.8969995,179.81920039999997,0,Sell
2025-03-31,154.64,155.53999,150.66,153.11,54603500,39.21526019359776,165.27849999999998,179.0538004,0,Sell
2025-04-01,157.07001,158.10001,153.62,153.62,30672900,38.309294004082425,164.5860005,178.27520059999998,0,Sell
2025-04-02,157.03999,158.41,154.7,155.14999,25041700,42.5945221214053,163.787,177.4550004,0,Sell
2025-04-03,150.72,152.78,150.39,151.11,46883400,32.504146526311374,162.7054995,176.5020004,0,Sell
2025-04-04,145.60001,151.07001,145.38,148.00999,62259500,29.74205506178191,161.2925,175.4544006,0,Sell
2025-04-07,146.75,152.85001,140.53,141.55,76794100,34.05863490609252,160.3365,174.3852004,0,Sell
2025-04-08,144.7,152.24001,143.03,151.22,52200200,27.41821605083547,159.36950050000002,173.4430004,0,Sell
2025-04-09,158.71001,159.55,143.91,144.42,70406200,46.30934013547372,158.949501,172.7112006,0,Sell
2025-04-10,152.82001,157.72,149.92999,156.53999,48022000,40.70870071535517,158.452502,171.8594008,0,Sell
2025-04-11,157.14,157.67,152.82001,152.89999,33636200,41.32368433920244,158.0350015,170.98480080000002,0,Sell
2025-04-14,159.07001,161.72,157.56,160.0,30333000,40.39137976394384,157.7740025,170.085801,0,Sell
2025-04-15,156.31,159.64999,155.21001,159.13,27551500,42.3312910319751,157.5560025,169.187401,0,Sell
2025-04-16,153.33,155.89,151.50999,153.10001,28187400,42.21289518638602,157.0280025,168.12640100000002,0,Sell
2025-04-17,151.16,154.67999,148.5,154.28999,32938500,46.92053743130466,156.4460025,167.323001,0,Sell
2025-04-21,147.67,148.95,146.10001,148.88,26049100,43.62305814343711,155.630002,166.4444008,0,Sell
2025-04-22,151.47,152.19,148.53999,148.89,26971800,45.00177704359569,154.8195025,165.76700079999998,0,Sell
2025-04-23,155.35001,157.53,153.81,155.61,31128800,48.58862535493571,154.059003,165.144601,0,Sell
2025-04-24,159.28,159.59,155.78999,156.14999,45894000,57.44606819763395,153.770003,164.6238008,0,Sell
2025-04-25,161.96001,166.10001,161.03999,165.07001,56034000,64.86191320424665,153.756003,164.190801,0,Sell
2025-04-28,160.61,163.14999,158.60001,162.42999,29745800,62.5452479759247,154.070003,163.680201,0,Sell
2025-04-29,160.16,160.74001,157.52,160.32001,26809000,64.41087665109868,154.346003,163.178801,0,Sell
2025-04-30,158.8,159.27,155.39999,157.98,34981100,50.10977059543503,154.4325025,162.67940099999998,0,Sell
2025-05-01,161.3,161.95,158.91,160.45,30203200,61.27657344954247,154.64550300000002,162.200001,0,Sell
2025-05-02,164.03,164.97,161.87,163.41,25715000,59.56677637681048,155.311003,161.789401,0,Sell
2025-05-05,164.21001,165.39,162.72,163.0,21341800,57.501450669643134,156.24150300000002,161.4804012,0,Sell
2025-05-06,163.23,164.8,161.19,162.17,21277200,60.65269624052184,157.065503,161.1600012,0,Sell
2025-05-07,151.38,165.0,147.84,164.08,127490100,47.64208208746592,157.39950299999998,160.6792012,0,Sell
2025-05-08,154.28,155.92999,152.89999,155.0,57498700,53.7072208106266,157.1780025,160.3102012,0,Sell
2025-05-09,152.75,155.05,152.2,154.17,32435300,56.33100066699835,157.17450200000002,159.9952012,0,Sell
2025-05-12,158.46001,159.10001,156.25,157.49001,44138800,58.3154909404105,157.2405025,159.75880139999998,0,Sell
2025-05-13,159.53,160.57001,156.16,158.78999,42382100,55.32889699472438,157.263502,159.6092016,0,Sell
2025-05-14,165.37,167.0,159.61,159.96001,48755900,57.403348015221965,157.716502,159.49820160000002,0,Sell
2025-05-15,163.96001,166.21001,162.37,165.84,33146700,52.50877947376845,158.2480025,159.3170018,0,Sell
2025-05-16,166.19,169.35001,165.62,167.73,42846900,56.84830633284239,158.9995025,159.1938016,0,Sell
2025-05-19,166.53999,166.64,164.22,164.50999,30426100,57.84939907711591,159.943002,159.0474014,0,Sell
2025-05-20,163.98,168.5,162.89999,166.42999,46607700,56.19025152497681,160.56850200000002,159.0096014,0,Sell
2025-05-21,168.56,173.14,163.56,163.69,73416000,58.26503108607972,161.2290015,159.10000159999998,0,Sell
2025-05-22,170.87,176.77,170.71001,171.85001,74864400,57.86207258026325,161.80850149999998,159.1752016,0,Sell
2025-05-23,168.47,169.96001,167.89,169.06,35211400,54.65878477173103,162.134001,159.2894018,0,Sell
2025-05-27,172.89999,173.17,170.0,170.16,37995700,59.83323147572858,162.7485005,159.4376014,0,Sell
2025-05-28,172.36,175.27,171.91,173.16,34784000,77.7073867523298,163.35850050000002,159.59900159999998,0,Sell
2025-05-29,171.86,174.42,170.63,174.0,29373800,74.78853602121157,164.0115005,159.8228016,0,Sell
2025-05-30,171.74001,172.21001,167.44,171.35001,52639900,77.88553456644406,164.533501,159.9798018,0,Sell
2025-06-02,169.03,169.87,167.39,167.84,38612300,67.02095624692228,164.783501,160.1044018,0,Sell
2025-06-03,166.17999,168.48,165.28,167.49001,45084900,60.127931964562855,164.882,160.1482014,0,Sell
2025-06-04,168.05,168.22,166.36,166.74001,26900800,54.64311107846304,165.123,160.1556016,0,Sell
2025-06-05,168.21001,170.92999,167.59,170.34,36379100,57.69649235530051,165.9645005,160.1086018,0,Sell
2025-06-06,173.67999,174.5,170.83,170.83,35731800,62.13937971414559,166.9345,160.28100160000002,0,Sell
2025-06-09,176.09,176.47,174.37,174.53999,28935900,64.50928730151546,168.10150000000002,160.5580014,0,Sell
2025-06-10,178.60001,181.11,174.91,176.2,61766100,72.24590010776016,169.1085,161.0434016,0,Sell
2025-06-11,177.35001,180.37,176.75,179.77,31646800,64.88318154988772,169.9995005,161.49760179999998,0,Sell
2025-06-12,175.7,176.72,174.75,176.17999,20941900,58.36507906818212,170.51600050000002,161.8702016,0,Sell
2025-06-13,174.67,177.13,172.39,172.44,27663100,61.2727190743861,171.05149999999998,162.22280179999998,0,Sell
2025-06-16,176.77,176.94,174.64999,174.73,27389200,57.68773418227949,171.58049999999997,162.7438018,0,Sell
2025-06-17,175.95,177.36,174.58,175.7,24973000,57.05303410132158,172.0510005,163.35080159999998,0,Sell
2025-06-18,173.32001,176.56,173.2,176.00999,28707500,52.64686079021666,172.518001,163.8822018,0,Sell
2025-06-20,166.64,174.34,165.46001,173.95,75659900,42.53075200534268,172.422001,164.3210018,0,Sell
2025-06-23,165.19,167.34,162.0,166.27,57671000,44.16059104550968,172.138001,164.4506016,0,Sell
2025-06-24,166.77,168.22,166.13,166.92,40524300,50.93326390389381,172.053001,164.72960139999998,0,Sell
2025-06-25,170.67999,172.36,167.55,167.63,35479000,53.90785916556932,171.942001,165.00040120000003,0,Sell
2025-06-26,173.53999,173.69,169.94,172.42999,31796700,57.33147180192568,172.0010005,165.28980080000002,0,Sell
2025-06-27,178.53,178.67999,171.73,173.53999,108140200,56.76053239988925,172.3345005,165.7342008,0,Sell
2025-06-30,176.23,181.23,174.58,180.78,63378900,50.19574933123638,172.559,166.1922008,0,Sell
2025-07-01,175.84,176.09,173.53,175.74001,35904500,45.89772714098481,172.89950000000002,166.6858008,0,Sell
2025-07-02,178.64,178.86,175.07001,175.53999,29128900,51.832892346435806,173.5225005,167.3052008,0,Sell
2025-07-03,179.53,179.67,177.05,178.5,21689700,55.56200987510893,174.0965005,167.8664008,0,Sell
2025-07-07,176.78999,179.3,175.67999,179.06,34175600,52.93302353817832,174.5254995,168.2952004,0,Sell
2025-07-08,174.36,177.95,172.81,177.85001,40442500,46.69591445023307,174.5595,168.5968004,0,Sell
2025-07-09,176.62,179.44,172.77,175.25,43025600,50.883671854392006,174.58599999999998,168.8900002,0,Sell
2025-07-10,177.62,178.42999,174.38,175.63,29252400,55.926114684091885,174.5369995,169.2302002,0,Sell
2025-07-11,180.19,181.42999,176.48,176.78999,34282900,71.0599937830277,174.678999,169.6308002,0,Sell
2025-07-14,181.56,183.67,179.67999,181.00999,32536600,75.50638828295422,174.97199899999998,170.08600020000003,0,Sell
2025-07-15,182.0,184.22,181.60001,182.81,33448300,74.6042003231018,175.338499,170.5000002,0,Sell
2025-07-16,182.97,184.33,182.03,183.24001,33104200,71.93860337786386,175.64849900000002,170.87880019999997,0,Sell
2025-07-17,183.58,184.06,180.48,182.14,31992600,69.48758948463146,176.029999,171.2662,0,Sell
2025-07-18,185.06,186.42,183.71001,185.39999,34014500,64.6741573033708,176.6169985,171.70280000000002,0,Sell
2025-07-21,190.10001,190.28999,186.14999,186.25,45803100,77.75110934329365,177.78999900000002,172.4772002,0,Sell
2025-07-22,191.34,191.64999,187.46001,191.5,44660200,79.99226006191954,179.097499,173.21840020000002,0,Sell
2025-07-23,190.23,192.53,189.17999,191.5,58681900,73.99585921325051,180.270499,173.96800020000003,0,Sell
2025-07-24,192.17,197.95,191.0,197.03,74881700,75.07936507936506,181.3449995,174.6422,0,Sell
2025-07-25,193.17999,194.33,191.25999,191.98,39785900,84.916944965441,182.3269995,175.31519979999996,0,Sell
2025-07-28,192.58,194.05,190.84,193.64999,38139500,92.09800563586472,183.0294995,175.85939980000003,0,Sell
2025-07-29,195.75,195.92,192.08,192.42999,41389200,92.41688906154238,184.0054995,176.4951996,0,Sell
2025-07-30,196.53,197.60001,194.69,195.60001,32445400,92.34217854203182,185.0399995,177.10199959999997,0,Sell
2025-07-31,191.89999,195.99001,191.09,195.71001,51329200,74.00572939964306,185.702999,177.60919959999998,0,Sell
2025-08-01,189.13,190.83,187.82001,189.03,34832200,64.67624247866806,186.182999,178.11219960000005,0,Sell
2025-08-04,195.03999,195.27,190.12,190.28999,31547400,70.85732967753965,187.095499,178.64179939999997,0,Sell
2025-08-05,194.67,197.86,193.89,194.71001,31571000,69.08025972636622,188.110999,179.1177994,0,Sell
2025-08-06,196.19,196.63,193.67,194.485,1435436,69.97151722713615,189.089499,179.67219940000004,0,Sell
